Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales(in dollars),Operating Profit(in dollars),Sales Method
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,9.00,80,720,360,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00,34,680,340,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Men's Apparel,34.00,49,1666,783,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Women's Apparel,23.00,69,1587,857,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,24.00,152,3648,1933,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.00,65,1495,718,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.00,68,952,505,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18.00,45,810,429,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Men's Apparel,38.00,53,2014,1007,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Women's Apparel,28.00,94,2632,1448,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,36.00,167,6012,3246,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,39.00,87,3393,1527,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,34.00,72,2448,1273,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,34.00,59,2006,1103,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Men's Apparel,43.00,75,3225,1451,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Women's Apparel,42.00,98,4116,2140,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,38.00,156,5928,3023,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,33.00,88,2904,1307,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,36.00,88,3168,1647,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,38.00,87,3306,1653,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Men's Apparel,51.00,87,4437,2085,Online
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Women's Apparel,55.00,124,6820,3478,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,50.00,182,9100,4732,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,45.00,117,5265,2633,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,44.00,94,4136,2233,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,41.00,85,3485,1847,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Men's Apparel,59.00,98,5782,2660,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Women's Apparel,61.00,142,8662,4677,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,56.00,189,10584,5398,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,51.00,113,5763,2709,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,47.00,113,5311,2815,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37.00,88,3256,1693,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Men's Apparel,47.00,81,3807,1713,Online
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Women's Apparel,50.00,124,6200,3224,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,49.00,150,7350,3969,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,38.00,98,3724,1676,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.00,69,966,493,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,14.00,63,882,450,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Men's Apparel,23.00,68,1564,704,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Women's Apparel,28.00,91,2548,1325,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,29.00,137,3973,2145,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19.00,88,1672,769,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,20.00,56,1120,571,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18.00,52,936,487,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Men's Apparel,29.00,50,1450,696,Online
Kohl's,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Women's Apparel,29.00,91,2639,1451,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,23.00,133,3059,1652,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,14.00,78,1092,513,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,23.00,74,1702,919,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,52.00,75,3900,2067,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Men's Apparel,71.00,77,5467,2679,Online
Kohl's,1197831,20-11-2021,South,Oklahoma,Oklahoma City,Women's Apparel,72.00,105,7560,3780,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,64.00,169,10816,5949,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,58.00,119,6902,3106,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,55.00,101,5555,2778,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,54.00,94,5076,2690,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Men's Apparel,69.00,81,5589,2683,Online
Kohl's,1197831,19-12-2021,South,Oklahoma,Oklahoma City,Women's Apparel,68.00,123,8364,4182,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,23.00,149,3427,1679,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.00,91,2093,1026,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.00,88,1232,591,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19.00,56,1064,521,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Men's Apparel,33.00,65,2145,1030,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Women's Apparel,23.00,102,2346,1173,Online
Kohl's,1197831,14-02-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,23.00,162,3726,1751,Online
Kohl's,1197831,14-02-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.00,65,1495,748,Online
Kohl's,1197831,14-02-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.00,75,1050,515,Online
Kohl's,1197831,14-02-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00,42,840,378,Online
Kohl's,1197831,14-02-2021,Midwest,Kansas,Wichita,Men's Apparel,32.00,68,2176,1044,Online
Kohl's,1197831,14-02-2021,Midwest,Kansas,Wichita,Women's Apparel,18.00,98,1764,864,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Men's Street Footwear,20.00,153,3060,1499,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,19.00,59,1121,527,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Women's Street Footwear,9.00,75,675,311,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00,26,520,250,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Men's Apparel,32.00,41,1312,604,Online
Kohl's,1197831,12-03-2021,Midwest,Kansas,Wichita,Women's Apparel,23.00,65,1495,748,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Men's Street Footwear,24.00,150,3600,1620,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,25.00,58,1450,696,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Women's Street Footwear,14.00,60,840,420,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,19.00,35,665,299,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Men's Apparel,39.00,38,1482,726,Online
Kohl's,1197831,13-04-2021,Midwest,Kansas,Wichita,Women's Apparel,29.00,81,2349,1151,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Men's Street Footwear,36.00,143,5148,2317,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,39.00,77,3003,1441,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Women's Street Footwear,32.00,65,2080,1019,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,32.00,58,1856,928,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Men's Apparel,43.00,56,2408,1204,Online
Kohl's,1197831,12-05-2021,Midwest,Kansas,Wichita,Women's Apparel,42.00,94,3948,1777,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Men's Street Footwear,37.00,144,5328,2664,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,32.00,94,3008,1444,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Women's Street Footwear,37.00,81,2997,1379,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,38.00,80,3040,1368,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Men's Apparel,54.00,83,4482,2151,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Women's Apparel,58.00,117,6786,3325,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Men's Street Footwear,51.00,182,9282,4641,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,49.00,119,5831,2916,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Women's Street Footwear,42.00,102,4284,1971,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,43.00,75,3225,1580,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Men's Apparel,56.00,91,5096,2344,Online
Kohl's,1197831,12-07-2021,Midwest,Kansas,Wichita,Women's Apparel,60.00,140,8400,4116,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Men's Street Footwear,56.00,189,10584,5292,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,51.00,111,5661,2547,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Women's Street Footwear,47.00,102,4794,2397,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,37.00,90,3330,1632,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Men's Apparel,47.00,69,3243,1622,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Women's Apparel,52.00,113,5876,2938,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Men's Street Footwear,47.00,165,7755,3878,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,38.00,91,3458,1556,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Women's Street Footwear,15.00,75,1125,529,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,14.00,65,910,428,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Men's Apparel,24.00,61,1464,717,Online
Kohl's,1197831,12-09-2021,Midwest,Kansas,Wichita,Women's Apparel,29.00,94,2726,1336,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Men's Street Footwear,29.00,145,4205,1934,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,19.00,85,1615,743,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Women's Street Footwear,19.00,60,1140,536,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,19.00,47,893,429,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Men's Apparel,29.00,46,1334,654,Online
Foot Locker,1197831,14-10-2021,Midwest,Kansas,Wichita,Women's Apparel,28.00,90,2520,1210,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Men's Street Footwear,23.00,122,2806,1319,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,14.00,72,1008,504,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Women's Street Footwear,23.00,55,1265,633,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,54.00,83,4482,2151,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Men's Apparel,68.00,70,4760,2190,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Women's Apparel,73.00,88,6424,2955,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Men's Street Footwear,66.00,150,9900,4950,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,59.00,120,7080,3540,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Women's Street Footwear,58.00,95,5510,2535,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,59.00,90,5310,2390,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Men's Apparel,64.00,81,5184,2592,Online
Foot Locker,1197831,12-12-2021,Midwest,Kansas,Wichita,Women's Apparel,68.00,112,7616,3503,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Men's Street Footwear,38.00,138,5244,2570,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,37.00,80,2960,1184,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Women's Street Footwear,27.00,83,2241,986,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,34.00,36,1224,490,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Men's Apparel,48.00,44,2112,993,Online
Foot Locker,1185732,12-01-2021,Midwest,Kansas,Wichita,Women's Apparel,37.00,72,2664,1465,Online
Foot Locker,1185732,12-02-2021,Midwest,Kansas,Wichita,Men's Street Footwear,37.00,158,5846,2923,Online
Foot Locker,1185732,12-02-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,39.00,47,1833,807,Online
Foot Locker,1185732,12-02-2021,Midwest,Kansas,Wichita,Women's Street Footwear,29.00,59,1711,736,Online
Foot Locker,1185732,12-02-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33.00,25,825,363,Online
Foot Locker,1185732,12-02-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,48.00,46,2208,994,Online
Foot Locker,1185732,12-02-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,32.00,80,2560,1408,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,39.00,124,4836,2370,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,37.00,50,1850,777,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,27.00,59,1593,669,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33.00,23,759,334,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,47.00,31,1457,729,Online
Foot Locker,1185732,11-03-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,37.00,59,2183,1157,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,38.00,113,4294,1975,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39.00,42,1638,672,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,29.00,45,1305,522,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34.00,20,680,292,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,56.00,29,1624,747,Online
Foot Locker,1185732,12-04-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,48.00,61,2928,1552,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58.00,139,8062,3789,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,60,2700,1215,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43.00,46,1978,831,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43.00,26,1118,503,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,51.00,38,1938,969,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,58.00,68,3944,2011,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,41.00,135,5535,2546,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39.00,70,2730,1092,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32.00,54,1728,743,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,32.00,49,1568,706,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,41.00,51,2091,941,Online
Foot Locker,1185732,12-06-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,50.00,94,4700,2491,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,47.00,154,7238,3329,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,44.00,81,3564,1604,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,37.00,61,2257,948,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38.00,44,1672,719,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,49.00,52,2548,1172,Online
Foot Locker,1185732,11-07-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,53.00,94,4982,2640,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,49.00,131,6419,3081,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,42.00,78,3276,1474,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,36.00,65,2340,936,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38.00,58,2204,948,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,47.00,46,2162,995,Online
Foot Locker,1185732,12-08-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,53.00,88,4664,2332,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,42.00,138,5796,2608,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39.00,80,3120,1248,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32.00,53,1696,678,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34.00,39,1326,530,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,41.00,42,1722,861,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,46.00,65,2990,1495,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,54.00,104,5616,2583,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41.00,75,3075,1292,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43.00,42,1806,722,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43.00,36,1548,697,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,54.00,38,2052,964,Online
Sports Direct,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.00,70,3850,2118,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,53.00,104,5512,2701,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41.00,63,2583,1059,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43.00,57,2451,1078,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43.00,44,1892,832,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,59.00,45,2655,1221,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,61.00,65,3965,1983,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58.00,140,8120,3735,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,75,3375,1451,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.00,73,3285,1380,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.00,50,2250,1013,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,56.00,50,2800,1260,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,64.00,75,4800,2496,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,33.00,128,4224,1901,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32.00,74,2368,1042,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.00,74,1850,740,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,28.00,33,924,416,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,43.00,49,2107,1032,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,33.00,72,2376,1212,Online
Sports Direct,1185732,09-02-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,34.00,152,5168,2326,Online
Sports Direct,1185732,09-02-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,34.00,51,1734,746,Online
Sports Direct,1185732,09-02-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,24.00,68,1632,685,Online
Sports Direct,1185732,09-02-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29.00,30,870,392,Online
Sports Direct,1185732,09-02-2021,Midwest,North Dakota,Fargo,Men's Apparel,42.00,51,2142,1050,Online
Sports Direct,1185732,09-02-2021,Midwest,North Dakota,Fargo,Women's Apparel,23.00,69,1587,809,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,29.00,134,3886,1826,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,27.00,58,1566,658,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19.00,56,1064,447,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.00,22,550,231,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Men's Apparel,36.00,36,1296,648,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Women's Apparel,28.00,63,1764,917,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,28.00,113,3164,1550,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,28.00,44,1232,530,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19.00,41,779,327,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24.00,22,528,227,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Men's Apparel,58.00,30,1740,835,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Women's Apparel,49.00,68,3332,1766,Online
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,55.00,129,7095,3406,Online
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,41.00,54,2214,974,Online
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,37.00,51,1887,811,Online
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,36.00,26,936,412,Online
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Men's Apparel,46.00,31,1426,684,Online
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Women's Apparel,52.00,75,3900,1989,Online
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,36.00,125,4500,2025,Online
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,32.00,65,2080,894,Online
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,27.00,60,1620,648,Online
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29.00,51,1479,621,Online
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Men's Apparel,38.00,47,1786,822,Online
